"","Obs_Index","Behavior","Initiator_ID","Recipient_ID","Score","Notes","Initiator_Gender","Recipient_Gender","Initiator_Age_Group","Initiator_Age","Recipient_Age_Group","Recipient_Age","Initiator_Age_cut","Recipient_Age_cut","Initiator_To_Recipient","lumped_behavior","refined_behavior","y","init_id","recp_id","init_g","recp_g","init_age_z","recp_age_z"
"5725",837,"support opinion","293","294","0.5",NA,"M","M","child",7,"child",5,"(6,9]","(3,6]","Older","support opinion","support opinion_0.5",44,114,10,0,0,0.767815601271733,0.0173671613856132
"5726",837,"scolding","309","293","0.5","protesting","M","M","child",6,"child",7,"(3,6]","(6,9]","Younger","scolding","scolding_0.5",38,142,122,0,0,0.316159365229537,0.874022291727172
"5727",837,"scolding","294","293","0.5","protesting","M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","scolding","scolding_0.5",38,10,122,0,0,-0.135496870812659,0.874022291727172
"5728",837,"dominating","293","309","0.5",NA,"M","M","child",7,"child",6,"(6,9]","(3,6]","Older","dominating","dominating_0.5",5,114,147,0,0,0.767815601271733,0.445694726556393
"5729",837,"submitting","309","293","0.5",NA,"M","M","child",6,"child",7,"(3,6]","(6,9]","Younger","submitting","submitting_0.5",42,142,122,0,0,0.316159365229537,0.874022291727172
"5730",837,"ownership assertion","293","309","0.5",NA,"M","M","child",7,"child",6,"(6,9]","(3,6]","Older","ownership assertion","ownership assertion_0.5",22,114,147,0,0,0.767815601271733,0.445694726556393
"5731",837,"teasing","309","293","0.5",NA,"M","M","child",6,"child",7,"(3,6]","(6,9]","Younger","teasing_0.5","teasing_0.5",49,142,122,0,0,0.316159365229537,0.874022291727172
"5739",839,"request for sharing","46","347","0.5",NA,"F","F","child",9,"child",8,"(6,9]","(6,9]","Older","request for sharing","request for sharing_0.5",37,120,117,1,1,1.67112807335612,1.30234985689795
"5740",839,"sharing","347","46","0.5",NA,"F","F","child",8,"child",9,"(6,9]","(6,9]","Younger","sharing","sharing_0.5",39,109,127,1,1,1.21947183731393,1.73067742206873
"5746",840,"dominating","41","273","0.5",NA,"F","F","child",5,"child",6,"(3,6]","(3,6]","Younger","dominating","dominating_0.5",5,69,55,1,1,-0.135496870812659,0.445694726556393
"5747",841,"request for sharing","186","49","1.0",NA,"F","M","child",5,"child",6,"(3,6]","(3,6]","Younger","request for sharing","request for sharing_1.0",37,91,19,1,0,-0.135496870812659,0.445694726556393
"5748",841,"sharing","49","186","0.0",NA,"M","F","child",6,"child",5,"(3,6]","(3,6]","Older","sharing_0.0","sharing_0.0",40,18,124,0,1,0.316159365229537,0.0173671613856132
"5749",841,"leading","183","186","0.5",NA,"F","F","child",10,"child",5,"(9,12]","(3,6]","Older","leading","leading_0.5",16,137,124,1,1,2.12278430939832,0.0173671613856132
"5750",841,"following","186","183","0.5",NA,"F","F","child",5,"child",10,"(3,6]","(9,12]","Younger","following","following_0.5",6,91,99,1,1,-0.135496870812659,2.15900498723951
"5751",842,"teasing","194","193","1.0",NA,"M","F","child",3,"child",5,"(0,3]","(3,6]","Younger","teasing_1.0","teasing_1.0",50,8,6,0,1,-1.03880934289705,0.0173671613856132
"5752",842,"physical aggression","200","194","0.5",NA,"M","M","child",5,"child",3,"(3,6]","(0,3]","Older","Z","physical aggression_0.5",52,34,9,0,0,-0.135496870812659,-0.839287968955946
"5753",842,"teasing","201","193","1.0",NA,"M","F","child",2,"child",5,"(0,3]","(3,6]","Younger","teasing_1.0","teasing_1.0",50,38,6,0,1,-1.49046557893925,0.0173671613856132
"5754",842,"physical aggression","193","201","0.5",NA,"F","M","child",5,"child",2,"(3,6]","(0,3]","Older","Z","physical aggression_0.5",52,6,23,1,0,-0.135496870812659,-1.26761553412673
"5755",842,"physical aggression","200","201","0.5",NA,"M","M","child",5,"child",2,"(3,6]","(0,3]","Older","Z","physical aggression_0.5",52,34,23,0,0,-0.135496870812659,-1.26761553412673
"5756",842,"physical aggression","193","194","1.0",NA,"F","M","child",5,"child",3,"(3,6]","(0,3]","Older","Z","physical aggression_1.0",52,6,9,1,0,-0.135496870812659,-0.839287968955946
"5764",843,"teasing","209","498","1.0",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","teasing_1.0","teasing_1.0",50,87,94,1,1,0.316159365229537,0.445694726556393
"5765",843,"teasing","498","209","1.0",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","teasing_1.0","teasing_1.0",50,86,119,1,1,0.316159365229537,0.445694726556393
"5769",843,"tattling","209","498","0.5","second-party, to third party, own grandma 501","F","F","child",6,"child",6,"(3,6]","(3,6]","Same","tattling","tattling_0.5",47,87,94,1,1,0.316159365229537,0.445694726556393
"5773",844,"request for sharing","336","357","0.5",NA,"M","M","child",7,"child",5,"(6,9]","(3,6]","Older","request for sharing","request for sharing_0.5",37,93,15,0,0,0.767815601271733,0.0173671613856132
"5774",844,"sharing","357","336","0.5",NA,"M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","sharing","sharing_0.5",39,15,102,0,0,-0.135496870812659,0.874022291727172
"5775",844,"leading","336","357","0.5",NA,"M","M","child",7,"child",5,"(6,9]","(3,6]","Older","leading","leading_0.5",16,93,15,0,0,0.767815601271733,0.0173671613856132
"5776",844,"following","357","336","0.0",NA,"M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","following_0.0","following_0.0",7,15,102,0,0,-0.135496870812659,0.874022291727172
"5777",844,"leading","357","336","0.5",NA,"M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","leading","leading_0.5",16,15,102,0,0,-0.135496870812659,0.874022291727172
"5778",844,"following","336","357","0.5",NA,"M","M","child",7,"child",5,"(6,9]","(3,6]","Older","following","following_0.5",6,93,15,0,0,0.767815601271733,0.0173671613856132
"5779",846,"request for sharing","404","392","1.0",NA,"F","F","child",3,"child",3,"(0,3]","(0,3]","Same","request for sharing","request for sharing_1.0",37,102,1,1,1,-1.03880934289705,-0.839287968955946
"5780",846,"sharing","392","404","1.0",NA,"F","F","child",3,"child",3,"(0,3]","(0,3]","Same","sharing","sharing_1.0",39,2,110,1,1,-1.03880934289705,-0.839287968955946
"5781",846,"request for sharing","393","404","0.5",NA,"M","F","child",2,"child",3,"(0,3]","(0,3]","Younger","request for sharing","request for sharing_0.5",37,45,110,0,1,-1.49046557893925,-0.839287968955946
"5782",846,"sharing","404","393","0.5",NA,"F","M","child",3,"child",2,"(0,3]","(0,3]","Older","sharing","sharing_0.5",39,102,50,1,0,-1.03880934289705,-1.26761553412673
"5783",846,"leading","392","404","0.5",NA,"F","F","child",3,"child",3,"(0,3]","(0,3]","Same","leading","leading_0.5",16,2,110,1,1,-1.03880934289705,-0.839287968955946
"5784",846,"following","404","392","0.5",NA,"F","F","child",3,"child",3,"(0,3]","(0,3]","Same","following","following_0.5",6,102,1,1,1,-1.03880934289705,-0.839287968955946
"5785",846,"request for access","404","349","0.5",NA,"F","F","child",3,"child",3,"(0,3]","(0,3]","Same","request for access","request for access_0.5",31,102,192,1,1,-1.03880934289705,-0.839287968955946
"5786",846,"dominating","349","404","0.5","indirect, ask 404 to get one for 350","F","F","child",3,"child",3,"(0,3]","(0,3]","Same","dominating","dominating_0.5",5,177,110,1,1,-1.03880934289705,-0.839287968955946
"5787",846,"submitting","404","349","0.5",NA,"F","F","child",3,"child",3,"(0,3]","(0,3]","Same","submitting","submitting_0.5",42,102,192,1,1,-1.03880934289705,-0.839287968955946
"5788",846,"granting access","349","404","0.5",NA,"F","F","child",3,"child",3,"(0,3]","(0,3]","Same","granting access","granting access_0.5",10,177,110,1,1,-1.03880934289705,-0.839287968955946
"5789",846,"sharing","404","350","0.5",NA,"F","F","child",3,"child",1,"(0,3]","(0,3]","Older","sharing","sharing_0.5",39,102,163,1,1,-1.03880934289705,-1.6959430992975
"5790",847,"request for comforting","7","5","1.0","repeatedly","M","F","child",3,"child",6,"(0,3]","(3,6]","Younger","request for comforting","request for comforting_1.0",32,88,81,0,1,-1.03880934289705,0.445694726556393
"5791",847,"comforting","5","7","0.5",NA,"F","M","child",6,"child",3,"(3,6]","(0,3]","Older","comforting","comforting_0.5",2,72,95,1,0,0.316159365229537,-0.839287968955946
"5794",847,"leading","5","7","1.0","repeatedly","F","M","child",6,"child",3,"(3,6]","(0,3]","Older","leading","leading_1.0",16,72,95,1,0,0.316159365229537,-0.839287968955946
"5795",847,"following","7","5","1.0","repeatedly","M","F","child",3,"child",6,"(0,3]","(3,6]","Younger","following","following_1.0",6,88,81,0,1,-1.03880934289705,0.445694726556393
"5796",847,"request for help","7","5","0.5","Xmas card","M","F","child",3,"child",6,"(0,3]","(3,6]","Younger","request for help","request for help_0.5",33,88,81,0,1,-1.03880934289705,0.445694726556393
"5797",847,"helping","5","7","0.5",NA,"F","M","child",6,"child",3,"(3,6]","(0,3]","Older","helping","helping_0.5",14,72,95,1,0,0.316159365229537,-0.839287968955946
"5798",847,"teasing","5","7","0.5","playful","F","M","child",6,"child",3,"(3,6]","(0,3]","Older","teasing_0.5","teasing_0.5",49,72,95,1,0,0.316159365229537,-0.839287968955946
"5801",847,"teasing","7","5","0.5",NA,"M","F","child",3,"child",6,"(0,3]","(3,6]","Younger","teasing_0.5","teasing_0.5",49,88,81,0,1,-1.03880934289705,0.445694726556393
"5802",849,"scolding","389","5","0.5",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","scolding","scolding_0.5",38,107,81,1,1,0.316159365229537,0.445694726556393
"5803",849,"physical aggression","389","5","0.5",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","Z","physical aggression_0.5",52,107,81,1,1,0.316159365229537,0.445694726556393
"5804",849,"leading","5","389","0.5",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","leading","leading_0.5",16,72,115,1,1,0.316159365229537,0.445694726556393
"5805",849,"following","389","5","0.5",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","following","following_0.5",6,107,81,1,1,0.316159365229537,0.445694726556393
"5806",850,"leading","449","79","1.0",NA,"F","F","child",5,"child",5,"(3,6]","(3,6]","Same","leading","leading_1.0",16,58,98,1,1,-0.135496870812659,0.0173671613856132
"5807",850,"following","79","449","1.0",NA,"F","F","child",5,"child",5,"(3,6]","(3,6]","Same","following","following_1.0",6,122,65,1,1,-0.135496870812659,0.0173671613856132
"5808",851,"physical aggression","150","51","0.5",NA,"M","M","child",2,"child",1,"(0,3]","(0,3]","Older","Z","physical aggression_0.5",52,61,197,0,0,-1.49046557893925,-1.6959430992975
"5809",851,"comforting","49","51","1.0","put his arms around","M","M","child",6,"child",1,"(3,6]","(0,3]","Older","comforting","comforting_1.0",2,18,197,0,0,0.316159365229537,-1.6959430992975
"5810",851,"scolding","156","150","0.5",NA,"F","M","child",9,"child",2,"(6,9]","(0,3]","Older","scolding","scolding_0.5",38,166,67,1,0,1.67112807335612,-1.26761553412673
"5811",851,"physical aggression","156","150","0.5",NA,"F","M","child",9,"child",2,"(6,9]","(0,3]","Older","Z","physical aggression_0.5",52,166,67,1,0,1.67112807335612,-1.26761553412673
"5812",851,"pleading","150","156","0.5","blame 51 hit self first","M","F","child",2,"child",9,"(0,3]","(6,9]","Younger","pleading","pleading_0.5",23,61,176,0,1,-1.49046557893925,1.73067742206873
"5813",851,"scolding","49","150","0.5",NA,"M","M","child",6,"child",2,"(3,6]","(0,3]","Older","scolding","scolding_0.5",38,18,67,0,0,0.316159365229537,-1.26761553412673
"5814",851,"tattling","156","150","0.5",NA,"F","M","child",9,"child",2,"(6,9]","(0,3]","Older","tattling","tattling_0.5",47,166,67,1,0,1.67112807335612,-1.26761553412673
"5817",851,"leading","156","158","0.5",NA,"F","F","child",9,"child",4,"(6,9]","(3,6]","Older","leading","leading_0.5",16,166,159,1,1,1.67112807335612,-0.410960403785166
"5818",851,"following","158","156","0.5",NA,"F","F","child",4,"child",9,"(3,6]","(6,9]","Younger","following","following_0.5",6,154,176,1,1,-0.587153106854854,1.73067742206873
"5819",851,"request for access","158","156","1.0","persistent","F","F","child",4,"child",9,"(3,6]","(6,9]","Younger","request for access","request for access_1.0",31,154,176,1,1,-0.587153106854854,1.73067742206873
"5820",851,"granting access","156","158","0.0",NA,"F","F","child",9,"child",4,"(6,9]","(3,6]","Older","granting access_0.0","granting access_0.0",11,166,159,1,1,1.67112807335612,-0.410960403785166
"5821",851,"physical aggression","156","158","0.5",NA,"F","F","child",9,"child",4,"(6,9]","(3,6]","Older","Z","physical aggression_0.5",52,166,159,1,1,1.67112807335612,-0.410960403785166
"5822",851,"teasing","158","156","0.5","protest and conflict resolution","F","F","child",4,"child",9,"(3,6]","(6,9]","Younger","teasing_0.5","teasing_0.5",49,154,176,1,1,-0.587153106854854,1.73067742206873
"5826",854,"scolding","499","498","0.5",NA,"F","F","child",1,"child",6,"(0,3]","(3,6]","Younger","scolding","scolding_0.5",38,104,94,1,1,-1.94212181498144,0.445694726556393
"5827",854,"tattling","499","498","0.5","third-party but revenge for self, threaten to tattle to their own mom","F","F","child",1,"child",6,"(0,3]","(3,6]","Younger","tattling","tattling_0.5",47,104,94,1,1,-1.94212181498144,0.445694726556393
"5832",854,"teasing","499","498","0.5",NA,"F","F","child",1,"child",6,"(0,3]","(3,6]","Younger","teasing_0.5","teasing_0.5",49,104,94,1,1,-1.94212181498144,0.445694726556393
"5833",854,"tattling","498","499","1.0","third-party but revenge for self , threaten to tattle to their own mom","F","F","child",6,"child",1,"(3,6]","(0,3]","Older","tattling","tattling_1.0",47,86,112,1,1,0.316159365229537,-1.6959430992975
"5834",855,"scolding","46","6","1.0",NA,"F","M","child",9,"child",5,"(6,9]","(3,6]","Older","scolding","scolding_1.0",38,120,96,1,0,1.67112807335612,0.0173671613856132
"5835",855,"dominating","46","6","0.5",NA,"F","M","child",9,"child",5,"(6,9]","(3,6]","Older","dominating","dominating_0.5",5,120,96,1,0,1.67112807335612,0.0173671613856132
"5836",855,"submitting","6","46","0.0",NA,"M","F","child",5,"child",9,"(3,6]","(6,9]","Younger","submitting_0.0","submitting_0.0",43,89,127,0,1,-0.135496870812659,1.73067742206873
"5837",855,"verbal aggression","46","32","0.5","cursing, copulate","F","F","child",9,"child",6,"(6,9]","(3,6]","Older","verbal aggression","verbal aggression_0.5",51,120,73,1,1,1.67112807335612,0.445694726556393
"5838",855,"scolding","46","32","1.0",NA,"F","F","child",9,"child",6,"(6,9]","(3,6]","Older","scolding","scolding_1.0",38,120,73,1,1,1.67112807335612,0.445694726556393
"5839",855,"dominating","46","32","0.5",NA,"F","F","child",9,"child",6,"(6,9]","(3,6]","Older","dominating","dominating_0.5",5,120,73,1,1,1.67112807335612,0.445694726556393
"5840",855,"submitting","32","46","0.5",NA,"F","F","child",6,"child",9,"(3,6]","(6,9]","Younger","submitting","submitting_0.5",42,67,127,1,1,0.316159365229537,1.73067742206873
"5841",855,"scolding","46","124","0.5","to 32","F","F","child",9,"child",6,"(6,9]","(3,6]","Older","scolding","scolding_0.5",38,120,54,1,1,1.67112807335612,0.445694726556393
"5842",856,"teasing","210","194","0.5",NA,"M","M","child",4,"child",3,"(3,6]","(0,3]","Older","teasing_0.5","teasing_0.5",49,85,9,0,0,-0.587153106854854,-0.839287968955946
"5843",856,"teasing","194","210","0.5",NA,"M","M","child",3,"child",4,"(0,3]","(3,6]","Younger","teasing_0.5","teasing_0.5",49,8,93,0,0,-1.03880934289705,-0.410960403785166
"5844",856,"leading","209","194","0.5",NA,"F","M","child",6,"child",3,"(3,6]","(0,3]","Older","leading","leading_0.5",16,87,9,1,0,0.316159365229537,-0.839287968955946
"5845",856,"following","194","209","0.5",NA,"M","F","child",3,"child",6,"(0,3]","(3,6]","Younger","following","following_0.5",6,8,119,0,1,-1.03880934289705,0.445694726556393
"5846",856,"leading","206","194","0.5",NA,"M","M","child",5,"child",3,"(3,6]","(0,3]","Older","leading","leading_0.5",16,4,9,0,0,-0.135496870812659,-0.839287968955946
"5847",856,"following","194","206","0.5",NA,"M","M","child",3,"child",5,"(0,3]","(3,6]","Younger","following","following_0.5",6,8,5,0,0,-1.03880934289705,0.0173671613856132
"5848",857,"request for help","470","423","1.0",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","request for help","request for help_1.0",33,99,92,1,1,0.316159365229537,0.445694726556393
"5849",857,"helping","423","470","0.0",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","helping_0.0","helping_0.0",15,111,109,1,1,0.316159365229537,0.445694726556393
"5850",857,"leading","423","470","0.5",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","leading","leading_0.5",16,111,109,1,1,0.316159365229537,0.445694726556393
"5851",857,"following","470","423","0.0",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","following_0.0","following_0.0",7,99,92,1,1,0.316159365229537,0.445694726556393
"5855",860,"leading","575","278","1.0",NA,"F","F","child",1,"child",1,"(0,3]","(0,3]","Same","leading","leading_1.0",16,168,186,1,1,-1.94212181498144,-1.6959430992975
"5856",860,"following","278","575","0.5",NA,"F","F","child",1,"child",1,"(0,3]","(0,3]","Same","following","following_0.5",6,173,180,1,1,-1.94212181498144,-1.6959430992975
"5860",861,"teasing","185","201","1.0",NA,"M","M","child",7,"child",2,"(6,9]","(0,3]","Older","teasing_1.0","teasing_1.0",50,37,23,0,0,0.767815601271733,-1.26761553412673
"5861",861,"scolding","201","185","0.5",NA,"M","M","child",2,"child",7,"(0,3]","(6,9]","Younger","scolding","scolding_0.5",38,38,41,0,0,-1.49046557893925,0.874022291727172
"5862",862,"taking","508","253","0.5",NA,"M","F","child",5,"child",6,"(3,6]","(3,6]","Younger","taking","taking_0.5",46,36,123,0,1,-0.135496870812659,0.445694726556393
"5863",862,"leading","248","508","0.5",NA,"F","M","child",8,"child",5,"(6,9]","(3,6]","Older","leading","leading_0.5",16,116,40,1,0,1.21947183731393,0.0173671613856132
"5864",862,"following","508","248","0.5",NA,"M","F","child",5,"child",8,"(3,6]","(6,9]","Younger","following","following_0.5",6,36,39,0,1,-0.135496870812659,1.30234985689795
"5865",862,"leading","577","508","0.5",NA,"M","M","child",7,"child",5,"(6,9]","(3,6]","Older","leading","leading_0.5",16,134,40,0,0,0.767815601271733,0.0173671613856132
