"","Obs_Index","Behavior","Initiator_ID","Recipient_ID","Score","Notes","Initiator_Gender","Recipient_Gender","Initiator_Age_Group","Initiator_Age","Recipient_Age_Group","Recipient_Age","Initiator_Age_cut","Recipient_Age_cut","Initiator_To_Recipient","lumped_behavior","refined_behavior","y","init_id","recp_id","init_g","recp_g","init_age_z","recp_age_z"
"5552",814,"request for access","7","449","1.0",NA,"M","F","child",3,"child",5,"(0,3]","(3,6]","Younger","request for access","request for access_1.0",31,88,65,0,1,-1.03880934289705,0.0173671613856132
"5553",814,"request for access","7","115","1.0",NA,"M","F","child",3,"child",5,"(0,3]","(3,6]","Younger","request for access","request for access_1.0",31,88,80,0,1,-1.03880934289705,0.0173671613856132
"5554",814,"request for access","7","79","1.0",NA,"M","F","child",3,"child",5,"(0,3]","(3,6]","Younger","request for access","request for access_1.0",31,88,98,0,1,-1.03880934289705,0.0173671613856132
"5555",814,"granting access","5","7","0.0",NA,"F","M","child",6,"child",3,"(3,6]","(0,3]","Older","granting access_0.0","granting access_0.0",11,72,95,1,0,0.316159365229537,-0.839287968955946
"5556",814,"granting access","449","7","0.0",NA,"F","M","child",5,"child",3,"(3,6]","(0,3]","Older","granting access_0.0","granting access_0.0",11,58,95,1,0,-0.135496870812659,-0.839287968955946
"5557",814,"granting access","115","7","0.0",NA,"F","M","child",5,"child",3,"(3,6]","(0,3]","Older","granting access_0.0","granting access_0.0",11,70,95,1,0,-0.135496870812659,-0.839287968955946
"5558",814,"granting access","79","7","0.0",NA,"F","M","child",5,"child",3,"(3,6]","(0,3]","Older","granting access_0.0","granting access_0.0",11,122,95,1,0,-0.135496870812659,-0.839287968955946
"5559",814,"teasing","7","5","1.0","repeatedly, with verbal threatening","M","F","child",3,"child",6,"(0,3]","(3,6]","Younger","teasing_1.0","teasing_1.0",50,88,81,0,1,-1.03880934289705,0.445694726556393
"5560",814,"teasing","7","449","1.0","repeatedly, with verbal threatening","M","F","child",3,"child",5,"(0,3]","(3,6]","Younger","teasing_1.0","teasing_1.0",50,88,65,0,1,-1.03880934289705,0.0173671613856132
"5561",814,"teasing","7","115","1.0","repeatedly, with verbal threatening","M","F","child",3,"child",5,"(0,3]","(3,6]","Younger","teasing_1.0","teasing_1.0",50,88,80,0,1,-1.03880934289705,0.0173671613856132
"5562",814,"teasing","7","79","1.0","repeatedly, with verbal threatening","M","F","child",3,"child",5,"(0,3]","(3,6]","Younger","teasing_1.0","teasing_1.0",50,88,98,0,1,-1.03880934289705,0.0173671613856132
"5563",814,"request for access","42","79","0.5",NA,"F","F","child",3,"child",5,"(0,3]","(3,6]","Younger","request for access","request for access_0.5",31,121,98,1,1,-1.03880934289705,0.0173671613856132
"5564",814,"granting access","79","42","0.5",NA,"F","F","child",5,"child",3,"(3,6]","(0,3]","Older","granting access","granting access_0.5",10,122,126,1,1,-0.135496870812659,-0.839287968955946
"5565",815,"helping","363","344","0.5",NA,"F","F","child",6,"child",4,"(3,6]","(3,6]","Older","helping","helping_0.5",14,151,144,1,1,0.316159365229537,-0.410960403785166
"5566",815,"request for sharing","363","319","1.0",NA,"F","F","child",6,"child",3,"(3,6]","(0,3]","Older","request for sharing","request for sharing_1.0",37,151,104,1,1,0.316159365229537,-0.839287968955946
"5567",815,"sharing","319","363","0.5",NA,"F","F","child",3,"child",6,"(0,3]","(3,6]","Younger","sharing","sharing_0.5",39,95,157,1,1,-1.03880934289705,0.445694726556393
"5568",815,"teasing","363","319","0.5",NA,"F","F","child",6,"child",3,"(3,6]","(0,3]","Older","teasing_0.5","teasing_0.5",49,151,104,1,1,0.316159365229537,-0.839287968955946
"5569",816,"request for sharing","389","390","0.5",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","request for sharing","request for sharing_0.5",37,107,116,1,1,0.316159365229537,0.445694726556393
"5570",816,"taking","389","390","0.5",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","taking","taking_0.5",46,107,116,1,1,0.316159365229537,0.445694726556393
"5571",816,"comforting","389","545","0.5",NA,"F","F","child",6,"child",0,"(3,6]",NA,"Older","comforting","comforting_0.5",2,107,203,1,1,0.316159365229537,-2.12427066446828
"5575",817,"sharing","144","229","0.5",NA,"M","M","child",7,"child",9,"(6,9]","(6,9]","Younger","sharing","sharing_0.5",39,54,44,0,0,0.767815601271733,1.73067742206873
"5576",817,"leading","144","229","1.0",NA,"M","M","child",7,"child",9,"(6,9]","(6,9]","Younger","leading","leading_1.0",16,54,44,0,0,0.767815601271733,1.73067742206873
"5577",817,"following","229","144","0.0",NA,"M","M","child",9,"child",7,"(6,9]","(6,9]","Older","following_0.0","following_0.0",7,39,58,0,0,1.67112807335612,0.874022291727172
"5578",817,"verbal aggression","229","144","0.5","cursing, copulate","M","M","child",9,"child",7,"(6,9]","(6,9]","Older","verbal aggression","verbal aggression_0.5",51,39,58,0,0,1.67112807335612,0.874022291727172
"5579",819,"leading","344","363","0.5",NA,"F","F","child",4,"child",6,"(3,6]","(3,6]","Younger","leading","leading_0.5",16,97,157,1,1,-0.587153106854854,0.445694726556393
"5580",819,"following","363","344","0.0",NA,"F","F","child",6,"child",4,"(3,6]","(3,6]","Older","following_0.0","following_0.0",7,151,144,1,1,0.316159365229537,-0.410960403785166
"5581",819,"request for help","328","363","0.5",NA,"M","F","child",2,"child",6,"(0,3]","(3,6]","Younger","request for help","request for help_0.5",33,174,157,0,1,-1.49046557893925,0.445694726556393
"5582",819,"helping","363","328","0.5",NA,"F","M","child",6,"child",2,"(3,6]","(0,3]","Older","helping","helping_0.5",14,151,190,1,0,0.316159365229537,-1.26761553412673
"5583",819,"leading","344","328","1.0",NA,"F","M","child",4,"child",2,"(3,6]","(0,3]","Older","leading","leading_1.0",16,97,190,1,0,-0.587153106854854,-1.26761553412673
"5584",819,"following","328","344","0.5",NA,"M","F","child",2,"child",4,"(0,3]","(3,6]","Younger","following","following_0.5",6,174,144,0,1,-1.49046557893925,-0.410960403785166
"5585",819,"leading","363","344","0.5",NA,"F","F","child",6,"child",4,"(3,6]","(3,6]","Older","leading","leading_0.5",16,151,144,1,1,0.316159365229537,-0.410960403785166
"5586",819,"following","344","363","0.5",NA,"F","F","child",4,"child",6,"(3,6]","(3,6]","Younger","following","following_0.5",6,97,157,1,1,-0.587153106854854,0.445694726556393
"5587",819,"leading","344","319","0.5",NA,"F","F","child",4,"child",3,"(3,6]","(0,3]","Older","leading","leading_0.5",16,97,104,1,1,-0.587153106854854,-0.839287968955946
"5588",819,"following","319","344","0.5",NA,"F","F","child",3,"child",4,"(0,3]","(3,6]","Younger","following","following_0.5",6,95,144,1,1,-1.03880934289705,-0.410960403785166
"5591",820,"request for access","211","209","0.5",NA,"M","F","child",2,"child",6,"(0,3]","(3,6]","Younger","request for access","request for access_0.5",31,132,119,0,1,-1.49046557893925,0.445694726556393
"5592",820,"granting access","209","211","0.0",NA,"F","M","child",6,"child",2,"(3,6]","(0,3]","Older","granting access_0.0","granting access_0.0",11,87,138,1,0,0.316159365229537,-1.26761553412673
"5593",820,"support opinion","499","209","0.5",NA,"F","F","child",1,"child",6,"(0,3]","(3,6]","Younger","support opinion","support opinion_0.5",44,104,119,1,1,-1.94212181498144,0.445694726556393
"5594",821,"request for sharing","318","319","0.5","a bite of candy","M","F","child",5,"child",3,"(3,6]","(0,3]","Older","request for sharing","request for sharing_0.5",37,94,104,0,1,-0.135496870812659,-0.839287968955946
"5595",821,"sharing","319","318","0.0",NA,"F","M","child",3,"child",5,"(0,3]","(3,6]","Younger","sharing_0.0","sharing_0.0",40,95,103,1,0,-1.03880934289705,0.0173671613856132
"5596",822,"request for access","116","45","0.5",NA,"M","M","child",3,"child",0,"(0,3]",NA,"Older","request for access","request for access_0.5",31,23,181,0,0,-1.03880934289705,-2.12427066446828
"5597",822,"granting access","45","116","0.5",NA,"M","M","child",0,"child",3,NA,"(0,3]","Younger","granting access","granting access_0.5",10,170,25,0,0,-2.39377805102364,-0.839287968955946
"5598",822,"teasing","116","18","0.5",NA,"M","M","child",3,"child",2,"(0,3]","(0,3]","Older","teasing_0.5","teasing_0.5",49,23,34,0,0,-1.03880934289705,-1.26761553412673
"5599",822,"tattling","18","116","0.5","second-party, to third party, leader 45","M","M","child",2,"child",3,"(0,3]","(0,3]","Younger","tattling","tattling_0.5",47,31,25,0,0,-1.49046557893925,-0.839287968955946
"5600",822,"leading","45","116","0.5",NA,"M","M","child",0,"child",3,NA,"(0,3]","Younger","leading","leading_0.5",16,170,25,0,0,-2.39377805102364,-0.839287968955946
"5601",822,"following","116","45","0.5",NA,"M","M","child",3,"child",0,"(0,3]",NA,"Older","following","following_0.5",6,23,181,0,0,-1.03880934289705,-2.12427066446828
"5602",822,"praising","45","116","0.5",NA,"M","M","child",0,"child",3,NA,"(0,3]","Younger","praising","praising_0.5",25,170,25,0,0,-2.39377805102364,-0.839287968955946
"5603",823,"leading","370","364","1.0",NA,"M","M","child",4,"child",4,"(3,6]","(3,6]","Same","leading","leading_1.0",16,92,106,0,0,-0.587153106854854,-0.410960403785166
"5604",823,"following","364","370","0.5",NA,"M","M","child",4,"child",4,"(3,6]","(3,6]","Same","following","following_0.5",6,96,100,0,0,-0.587153106854854,-0.410960403785166
"5605",824,"teasing","33","115","1.0",NA,"F","F","child",5,"child",5,"(3,6]","(3,6]","Same","teasing_1.0","teasing_1.0",50,43,80,1,1,-0.135496870812659,0.0173671613856132
"5606",824,"physical aggression","115","33","1.0","threatn to hit you to death","F","F","child",5,"child",5,"(3,6]","(3,6]","Same","Z","physical aggression_1.0",52,70,48,1,1,-0.135496870812659,0.0173671613856132
"5607",824,"physical aggression","33","115","0.5","tried to hit back","F","F","child",5,"child",5,"(3,6]","(3,6]","Same","Z","physical aggression_0.5",52,43,80,1,1,-0.135496870812659,0.0173671613856132
"5608",824,"teasing","33","449","1.0",NA,"F","F","child",5,"child",5,"(3,6]","(3,6]","Same","teasing_1.0","teasing_1.0",50,43,65,1,1,-0.135496870812659,0.0173671613856132
"5609",824,"leading","449","42","0.5",NA,"F","F","child",5,"child",3,"(3,6]","(0,3]","Older","leading","leading_0.5",16,58,126,1,1,-0.135496870812659,-0.839287968955946
"5610",824,"following","42","449","0.0",NA,"F","F","child",3,"child",5,"(0,3]","(3,6]","Younger","following_0.0","following_0.0",7,121,65,1,1,-1.03880934289705,0.0173671613856132
"5611",824,"scolding","449","42","0.5",NA,"F","F","child",5,"child",3,"(3,6]","(0,3]","Older","scolding","scolding_0.5",38,58,126,1,1,-0.135496870812659,-0.839287968955946
"5612",824,"request for comforting","117","115","0.5",NA,"F","F","child",0,"child",5,NA,"(3,6]","Younger","request for comforting","request for comforting_0.5",32,192,80,1,1,-2.39377805102364,0.0173671613856132
"5613",824,"sibling care","115","117","0.5",NA,"F","F","child",5,"child",0,"(3,6]",NA,"Older","sibling care","sibling care_0.5",41,70,134,1,1,-0.135496870812659,-2.12427066446828
"5614",824,"comforting","115","117","0.5",NA,"F","F","child",5,"child",0,"(3,6]",NA,"Older","comforting","comforting_0.5",2,70,134,1,1,-0.135496870812659,-2.12427066446828
"5615",825,"teasing","65","69","0.5",NA,"M","M","child",8,"child",1,"(6,9]","(0,3]","Older","teasing_0.5","teasing_0.5",49,41,169,0,0,1.21947183731393,-1.6959430992975
"5616",825,"leading","65","69","1.0",NA,"M","M","child",8,"child",1,"(6,9]","(0,3]","Older","leading","leading_1.0",16,41,169,0,0,1.21947183731393,-1.6959430992975
"5617",825,"following","69","65","0.5",NA,"M","M","child",1,"child",8,"(0,3]","(6,9]","Younger","following","following_0.5",6,160,43,0,0,-1.94212181498144,1.30234985689795
"5618",826,"teasing","23","45","0.5",NA,"M","M","child",3,"child",0,"(0,3]",NA,"Older","teasing_0.5","teasing_0.5",49,126,181,0,0,-1.03880934289705,-2.12427066446828
"5619",826,"leading","114","450","1.0",NA,"M","M","child",8,"child",3,"(6,9]","(0,3]","Older","leading","leading_1.0",16,24,66,0,0,1.21947183731393,-0.839287968955946
"5620",826,"following","450","114","0.5",NA,"M","M","child",3,"child",8,"(0,3]","(6,9]","Younger","following","following_0.5",6,81,24,0,0,-1.03880934289705,1.30234985689795
"5621",826,"teasing","114","450","0.5","mimicking towards others","M","M","child",8,"child",3,"(6,9]","(0,3]","Older","teasing_0.5","teasing_0.5",49,24,66,0,0,1.21947183731393,-0.839287968955946
"5622",826,"leading","114","17","0.5",NA,"M","M","child",8,"child",5,"(6,9]","(3,6]","Older","leading","leading_0.5",16,24,33,0,0,1.21947183731393,0.0173671613856132
"5623",826,"following","17","114","0.0",NA,"M","M","child",5,"child",8,"(3,6]","(6,9]","Younger","following_0.0","following_0.0",7,32,24,0,0,-0.135496870812659,1.30234985689795
"5626",826,"leading","114","17","0.5",NA,"M","M","child",8,"child",5,"(6,9]","(3,6]","Older","leading","leading_0.5",16,24,33,0,0,1.21947183731393,0.0173671613856132
"5627",826,"following","17","114","0.5",NA,"M","M","child",5,"child",8,"(3,6]","(6,9]","Younger","following","following_0.5",6,32,24,0,0,-0.135496870812659,1.30234985689795
"5628",826,"dominating","45","17","0.5",NA,"M","M","child",0,"child",5,NA,"(3,6]","Younger","dominating","dominating_0.5",5,170,33,0,0,-2.39377805102364,0.0173671613856132
"5629",826,"submitting","17","45","0.5",NA,"M","M","child",5,"child",0,"(3,6]",NA,"Older","submitting","submitting_0.5",42,32,181,0,0,-0.135496870812659,-2.12427066446828
"5631",827,"leading","124","470","0.5","I said it first","F","F","child",6,"child",6,"(3,6]","(3,6]","Same","leading","leading_0.5",16,49,109,1,1,0.316159365229537,0.445694726556393
"5632",827,"following","470","124","0.5",NA,"F","F","child",6,"child",6,"(3,6]","(3,6]","Same","following","following_0.5",6,99,54,1,1,0.316159365229537,0.445694726556393
"5635",828,"teasing","387","454","0.5",NA,"M","M","child",8,"child",9,"(6,9]","(6,9]","Younger","teasing_0.5","teasing_0.5",49,27,150,0,0,1.21947183731393,1.73067742206873
"5640",829,"leading","498","241","1.0",NA,"F","F","child",6,"child",7,"(3,6]","(6,9]","Younger","leading","leading_1.0",16,86,75,1,1,0.316159365229537,0.874022291727172
"5641",829,"following","241","498","0.0",NA,"F","F","child",7,"child",6,"(6,9]","(3,6]","Older","following_0.0","following_0.0",7,159,94,1,1,0.767815601271733,0.445694726556393
"5642",829,"support opinion","248","241","0.5",NA,"F","F","child",8,"child",7,"(6,9]","(6,9]","Older","support opinion","support opinion_0.5",44,116,75,1,1,1.21947183731393,0.874022291727172
"5643",829,"scolding","248","498","0.5",NA,"F","F","child",8,"child",6,"(6,9]","(3,6]","Older","scolding","scolding_0.5",38,116,94,1,1,1.21947183731393,0.445694726556393
"5644",829,"request for comforting","500","498","0.5",NA,"F","F","child",0,"child",6,NA,"(3,6]","Younger","request for comforting","request for comforting_0.5",32,193,94,1,1,-2.39377805102364,0.445694726556393
"5645",829,"comforting","498","500","0.5",NA,"F","F","child",6,"child",0,"(3,6]",NA,"Older","comforting","comforting_0.5",2,86,179,1,1,0.316159365229537,-2.12427066446828
"5646",830,"scolding","424","403","0.5","defending 422","M","M","child",4,"child",6,"(3,6]","(3,6]","Younger","scolding","scolding_0.5",38,144,2,0,0,-0.587153106854854,0.445694726556393
"5647",830,"dominating","400","403","0.5",NA,"F","M","child",8,"child",6,"(6,9]","(3,6]","Older","dominating","dominating_0.5",5,110,2,1,0,1.21947183731393,0.445694726556393
"5648",830,"submitting","403","400","0.5",NA,"M","F","child",6,"child",8,"(3,6]","(6,9]","Younger","submitting","submitting_0.5",42,1,118,0,1,0.316159365229537,1.30234985689795
"5650",830,"physical aggression","403","400","0.5",NA,"M","F","child",6,"child",8,"(3,6]","(6,9]","Younger","Z","physical aggression_0.5",52,1,118,0,1,0.316159365229537,1.30234985689795
"5651",830,"physical aggression","400","403","1.0",NA,"F","M","child",8,"child",6,"(6,9]","(3,6]","Older","Z","physical aggression_1.0",52,110,2,1,0,1.21947183731393,0.445694726556393
"5654",831,"comforting","470","515","0.5",NA,"F","F","child",6,"child",0,"(3,6]",NA,"Older","comforting","comforting_0.5",2,99,171,1,1,0.316159365229537,-2.12427066446828
"5655",831,"dominating","470","515","0.5",NA,"F","F","child",6,"child",0,"(3,6]",NA,"Older","dominating","dominating_0.5",5,99,171,1,1,0.316159365229537,-2.12427066446828
"5656",831,"submitting","515","470","0.0",NA,"F","F","child",0,"child",6,NA,"(3,6]","Younger","submitting_0.0","submitting_0.0",43,162,109,1,1,-2.39377805102364,0.445694726556393
"5657",831,"tattling","470","515","0.5","third-party, threaten to tattle to somebody","F","F","child",6,"child",0,"(3,6]",NA,"Older","tattling","tattling_0.5",47,99,171,1,1,0.316159365229537,-2.12427066446828
"5658",831,"leading","470","515","1.0",NA,"F","F","child",6,"child",0,"(3,6]",NA,"Older","leading","leading_1.0",16,99,171,1,1,0.316159365229537,-2.12427066446828
"5659",831,"following","515","470","0.5",NA,"F","F","child",0,"child",6,NA,"(3,6]","Younger","following","following_0.5",6,162,109,1,1,-2.39377805102364,0.445694726556393
"5660",831,"leading","470","450","0.5","not to play with 454","F","M","child",6,"child",3,"(3,6]","(0,3]","Older","leading","leading_0.5",16,99,66,1,0,0.316159365229537,-0.839287968955946
"5661",831,"following","450","470","0.0",NA,"M","F","child",3,"child",6,"(0,3]","(3,6]","Younger","following_0.0","following_0.0",7,81,109,0,1,-1.03880934289705,0.445694726556393
"5662",831,"request for access","470","450","1.0",NA,"F","M","child",6,"child",3,"(3,6]","(0,3]","Older","request for access","request for access_1.0",31,99,66,1,0,0.316159365229537,-0.839287968955946
"5663",831,"granting access","450","470","0.0",NA,"M","F","child",3,"child",6,"(0,3]","(3,6]","Younger","granting access_0.0","granting access_0.0",11,81,109,0,1,-1.03880934289705,0.445694726556393
"5664",831,"support opinion","454","450","0.5",NA,"M","M","child",9,"child",3,"(6,9]","(0,3]","Older","support opinion","support opinion_0.5",44,146,66,0,0,1.67112807335612,-0.839287968955946
"5665",831,"taking","470","450","1.0",NA,"F","M","child",6,"child",3,"(3,6]","(0,3]","Older","taking","taking_1.0",46,99,66,1,0,0.316159365229537,-0.839287968955946
"5666",831,"dominating","450","470","0.5",NA,"M","F","child",3,"child",6,"(0,3]","(3,6]","Younger","dominating","dominating_0.5",5,81,109,0,1,-1.03880934289705,0.445694726556393
"5667",831,"submitting","470","450","0.5",NA,"F","M","child",6,"child",3,"(3,6]","(0,3]","Older","submitting","submitting_0.5",42,99,66,1,0,0.316159365229537,-0.839287968955946
"5668",832,"teasing","98","450","0.5",NA,"M","M","child",6,"child",3,"(3,6]","(0,3]","Older","teasing_0.5","teasing_0.5",49,90,66,0,0,0.316159365229537,-0.839287968955946
"5669",832,"taking","98","450","0.5",NA,"M","M","child",6,"child",3,"(3,6]","(0,3]","Older","taking","taking_0.5",46,90,66,0,0,0.316159365229537,-0.839287968955946
"5670",832,"verbal aggression","116","98","1.0","reactino to 98's teasing, cursing, copulate","M","M","child",3,"child",6,"(0,3]","(3,6]","Younger","verbal aggression","verbal aggression_1.0",51,23,97,0,0,-1.03880934289705,0.445694726556393
"5671",832,"verbal aggression","450","98","1.0","cursing, copulate","M","M","child",3,"child",6,"(0,3]","(3,6]","Younger","verbal aggression","verbal aggression_1.0",51,81,97,0,0,-1.03880934289705,0.445694726556393
"5672",832,"support opinion","450","116","0.5","against 98","M","M","child",3,"child",3,"(0,3]","(0,3]","Same","support opinion","support opinion_0.5",44,81,25,0,0,-1.03880934289705,-0.839287968955946
"5673",832,"physical aggression","98","116","1.0",NA,"M","M","child",6,"child",3,"(3,6]","(0,3]","Older","Z","physical aggression_1.0",52,90,25,0,0,0.316159365229537,-0.839287968955946
"5674",832,"physical aggression","98","450","1.0",NA,"M","M","child",6,"child",3,"(3,6]","(0,3]","Older","Z","physical aggression_1.0",52,90,66,0,0,0.316159365229537,-0.839287968955946
"5675",832,"tattling","450","98","0.5","second-party, call help from own mom","M","M","child",3,"child",6,"(0,3]","(3,6]","Younger","tattling","tattling_0.5",47,81,97,0,0,-1.03880934289705,0.445694726556393
"5676",832,"scolding","115","98","0.5","bystander complaning","F","M","child",5,"child",6,"(3,6]","(3,6]","Younger","scolding","scolding_0.5",38,70,97,1,0,-0.135496870812659,0.445694726556393
"5677",832,"verbal aggression","115","98","1.0","cursing, copulate","F","M","child",5,"child",6,"(3,6]","(3,6]","Younger","verbal aggression","verbal aggression_1.0",51,70,97,1,0,-0.135496870812659,0.445694726556393
"5678",832,"verbal aggression","98","115","1.0","cursing, copulate","M","F","child",6,"child",5,"(3,6]","(3,6]","Older","verbal aggression","verbal aggression_1.0",51,90,80,0,1,0.316159365229537,0.0173671613856132
"5679",832,"physical aggression","98","115","0.5",NA,"M","F","child",6,"child",5,"(3,6]","(3,6]","Older","Z","physical aggression_0.5",52,90,80,0,1,0.316159365229537,0.0173671613856132
"5680",832,"teasing","116","98","0.5",NA,"M","M","child",3,"child",6,"(0,3]","(3,6]","Younger","teasing_0.5","teasing_0.5",49,23,97,0,0,-1.03880934289705,0.445694726556393
"5681",833,"teasing","309","294","0.5",NA,"M","M","child",6,"child",5,"(3,6]","(3,6]","Older","teasing_0.5","teasing_0.5",49,142,10,0,0,0.316159365229537,0.0173671613856132
"5682",833,"scolding","293","294","1.0","repeated","M","M","child",7,"child",5,"(6,9]","(3,6]","Older","scolding","scolding_1.0",38,114,10,0,0,0.767815601271733,0.0173671613856132
"5684",833,"support opinion","309","294","0.5",NA,"M","M","child",6,"child",5,"(3,6]","(3,6]","Older","support opinion","support opinion_0.5",44,142,10,0,0,0.316159365229537,0.0173671613856132
"5687",833,"leading","293","309","0.5","Pua Sai game","M","M","child",7,"child",6,"(6,9]","(3,6]","Older","leading","leading_0.5",16,114,147,0,0,0.767815601271733,0.445694726556393
"5688",833,"following","309","293","0.5",NA,"M","M","child",6,"child",7,"(3,6]","(6,9]","Younger","following","following_0.5",6,142,122,0,0,0.316159365229537,0.874022291727172
"5690",833,"request for sharing","294","309","1.0","tile","M","M","child",5,"child",6,"(3,6]","(3,6]","Younger","request for sharing","request for sharing_1.0",37,10,147,0,0,-0.135496870812659,0.445694726556393
"5691",833,"physical aggression","294","309","0.5","lightly","M","M","child",5,"child",6,"(3,6]","(3,6]","Younger","Z","physical aggression_0.5",52,10,147,0,0,-0.135496870812659,0.445694726556393
"5692",833,"sharing","309","294","0.5",NA,"M","M","child",6,"child",5,"(3,6]","(3,6]","Older","sharing","sharing_0.5",39,142,10,0,0,0.316159365229537,0.0173671613856132
"5694",834,"teasing","194","201","0.5",NA,"M","M","child",3,"child",2,"(0,3]","(0,3]","Older","teasing_0.5","teasing_0.5",49,8,23,0,0,-1.03880934289705,-1.26761553412673
"5695",834,"taking","193","201","0.5",NA,"F","M","child",5,"child",2,"(3,6]","(0,3]","Older","taking","taking_0.5",46,6,23,1,0,-0.135496870812659,-1.26761553412673
"5696",834,"ownership assertion","193","201","0.5",NA,"F","M","child",5,"child",2,"(3,6]","(0,3]","Older","ownership assertion","ownership assertion_0.5",22,6,23,1,0,-0.135496870812659,-1.26761553412673
"5697",834,"ownership acknowledgement","201","193","0.0",NA,"M","F","child",2,"child",5,"(0,3]","(3,6]","Younger","ownership acknowledgement_0.0","ownership acknowledgement_0.0",21,38,6,0,1,-1.49046557893925,0.0173671613856132
"5700",834,"physical aggression","193","194","1.0",NA,"F","M","child",5,"child",3,"(3,6]","(0,3]","Older","Z","physical aggression_1.0",52,6,9,1,0,-0.135496870812659,-0.839287968955946
"5701",834,"scolding","193","194","0.5",NA,"F","M","child",5,"child",3,"(3,6]","(0,3]","Older","scolding","scolding_0.5",38,6,9,1,0,-0.135496870812659,-0.839287968955946
"5702",834,"physical aggression","194","201","0.5",NA,"M","M","child",3,"child",2,"(0,3]","(0,3]","Older","Z","physical aggression_0.5",52,8,23,0,0,-1.03880934289705,-1.26761553412673
"5703",834,"leading","194","193","0.5",NA,"M","F","child",3,"child",5,"(0,3]","(3,6]","Younger","leading","leading_0.5",16,8,6,0,1,-1.03880934289705,0.0173671613856132
"5704",834,"following","193","194","0.5",NA,"F","M","child",5,"child",3,"(3,6]","(0,3]","Older","following","following_0.5",6,6,9,1,0,-0.135496870812659,-0.839287968955946
"5705",835,"request for access","144","124","0.5","indirect, on behalf of 145","M","F","child",7,"child",6,"(6,9]","(3,6]","Older","request for access","request for access_0.5",31,54,54,0,1,0.767815601271733,0.445694726556393
"5706",835,"granting access","124","144","0.5",NA,"F","M","child",6,"child",7,"(3,6]","(6,9]","Younger","granting access","granting access_0.5",10,49,58,1,0,0.316159365229537,0.874022291727172
"5708",835,"support opinion","145","144","0.5",NA,"M","M","child",5,"child",7,"(3,6]","(6,9]","Younger","support opinion","support opinion_0.5",44,33,58,0,0,-0.135496870812659,0.874022291727172
"5709",835,"verbal aggression","144","124","0.5","cursing, copulate","M","F","child",7,"child",6,"(6,9]","(3,6]","Older","verbal aggression","verbal aggression_0.5",51,54,54,0,1,0.767815601271733,0.445694726556393
"5710",836,"request for comforting","160","156","1.0","cried and whined","F","F","child",2,"child",9,"(0,3]","(6,9]","Younger","request for comforting","request for comforting_1.0",32,169,176,1,1,-1.49046557893925,1.73067742206873
"5711",836,"scolding","156","160","0.5","kept on her own business,","F","F","child",9,"child",2,"(6,9]","(0,3]","Older","scolding","scolding_0.5",38,166,175,1,1,1.67112807335612,-1.26761553412673
"5712",836,"dominating","156","158","1.0","asked her younger sibling to take care of the younger baby","F","F","child",9,"child",4,"(6,9]","(3,6]","Older","dominating","dominating_1.0",5,166,159,1,1,1.67112807335612,-0.410960403785166
"5713",836,"submitting","158","156","0.0",NA,"F","F","child",4,"child",9,"(3,6]","(6,9]","Younger","submitting_0.0","submitting_0.0",43,154,176,1,1,-0.587153106854854,1.73067742206873
"5714",836,"dominating","150","160","1.0","physical","M","F","child",2,"child",2,"(0,3]","(0,3]","Same","dominating","dominating_1.0",5,61,175,0,1,-1.49046557893925,-1.26761553412673
"5715",836,"comforting","156","160","0.5",NA,"F","F","child",9,"child",2,"(6,9]","(0,3]","Older","comforting","comforting_0.5",2,166,175,1,1,1.67112807335612,-1.26761553412673
"5716",836,"request for sharing","49","156","1.0","persistent, even mentioned his previous favor to remind reciprocal obligations","M","F","child",6,"child",9,"(3,6]","(6,9]","Younger","request for sharing","request for sharing_1.0",37,18,176,0,1,0.316159365229537,1.73067742206873
"5717",836,"sharing","156","49","0.0",NA,"F","M","child",9,"child",6,"(6,9]","(3,6]","Older","sharing_0.0","sharing_0.0",40,166,19,1,0,1.67112807335612,0.445694726556393
"5718",836,"leading","156","158","0.5",NA,"F","F","child",9,"child",4,"(6,9]","(3,6]","Older","leading","leading_0.5",16,166,159,1,1,1.67112807335612,-0.410960403785166
"5719",836,"following","158","156","0.5",NA,"F","F","child",4,"child",9,"(3,6]","(6,9]","Younger","following","following_0.5",6,154,176,1,1,-0.587153106854854,1.73067742206873
"5720",836,"leading","156","150","0.5",NA,"F","M","child",9,"child",2,"(6,9]","(0,3]","Older","leading","leading_0.5",16,166,67,1,0,1.67112807335612,-1.26761553412673
"5721",836,"following","150","156","0.5",NA,"M","F","child",2,"child",9,"(0,3]","(6,9]","Younger","following","following_0.5",6,61,176,0,1,-1.49046557893925,1.73067742206873
"5722",837,"leading","309","294","0.5","hurry to take your turn","M","M","child",6,"child",5,"(3,6]","(3,6]","Older","leading","leading_0.5",16,142,10,0,0,0.316159365229537,0.0173671613856132
"5723",837,"following","294","309","0.5",NA,"M","M","child",5,"child",6,"(3,6]","(3,6]","Younger","following","following_0.5",6,10,147,0,0,-0.135496870812659,0.445694726556393
"5724",837,"helping","294","309","0.5","offered to help but was declined","M","M","child",5,"child",6,"(3,6]","(3,6]","Younger","helping","helping_0.5",14,10,147,0,0,-0.135496870812659,0.445694726556393
